Description,UPC,Promo_Price,Retail_Price,Manufacturer,Category,Count,Multiplier,Retailer,Predicted_List_Price
JUST FOR MEN EASY CMB DK BL,1150904315.0,16.83,19.35,COMBE,HAIR CARE - COLORING,1.0,19.35,PNS,8.002900000000002
HEAD/SHLDR MN 2N1 20.7OZ OSS,3077206379.0,8.09,10.79,PROCTER&GMBL,HAIR CARE - SHAMPOO/CONDITIONER,20.7,223.353,PNS,7.071005000000002
L'OR FROST & DESIGN KIT CHMPN,7124933000.0,,14.99,LOREAL,HAIR CARE - COLORING,1.0,14.99,PNS,10.202790833333326
DIAL MEN 3N1 WSH 16OZ UC,1700004620.0,3.99,4.99,HENKEL CORP,SOAP,18.0,89.82,PNS,4.4900000000000055
HERBAL/ES B/R SH+CD DL PK HMP,19067900787.0,,21.99,PROCTER&GMBL,HAIR CARE - SHAMPOO/CONDITIONER,1.0,21.99,PNS,14.703299999999992
MASON VT D3 125MCG SG 100,31184515331.0,15.93,17.12,MASON VIT,VITAMINS,100.0,1712.0,PNS,7.960100000000008
ALWAYS RDT PD S2 HVY W 26,3700087885.0,,9.99,PROCTER&GMBL,FEMININE NEEDS - SANITARY NAPKINS/TAMPONS,26.0,259.74,PNS,7.215956190476188
NEUT ACNE WSH 6OZ,7050101710.0,16.42,18.88,KENVUE,SKIN CARE - ACNE,6.0,113.28,PNS,7.564999999999992
COLGATE MY FIRST T/B 2,3500099245.0,,4.99,COLGATE-PALM,ORAL CARE - DENTAL ACCESSORIES,2.0,9.98,PNS,3.441293492063492
PALMER COC THRP OIL 5.1OZ,1018104153.0,,12.99,E.T. BROWNE,SKIN CARE - HAND & BODY,5.1,66.249,PNS,7.317107142857136
O SPICE FR B/W 18OZ FJI,3077201161.0,6.99,7.99,PROCTER&GMBL,SOAP,18.0,143.82,PNS,5.100968571428567
O SPICE SD A/P D/S 4.3OZ SWG,1204404989.0,7.49,7.79,PROCTER&GMBL,DEODORANTS,4.3,33.497,PNS,4.956544314574319
TROJAN ENZ CNDM  3 LUB,2260093050.0,2.24,4.49,CHURCH/DWIGH,CONTRACEPTIVES,3.0,13.47,PNS,2.0113876190476163
B/BEES RES-Q OINT .6OZ,79285091204.0,,8.59,BURT'S BEES,FIRST AID - TREATMENTS,0.6,5.154,PNS,4.199879999999998
PAMPERS CRUISR 360 DP SZ5  19,3700071457.0,,10.49,PROCTER&GMBL,BABY DIAPERS,19.0,199.31,PNS,8.132960294117638
NOU H/PRSTY LV-IN COND 7.6OZ,3077200414.0,,7.99,PROCTER&GMBL,HAIR CARE - SHAMPOO/CONDITIONER,7.6,60.724,PNS,4.874024049641118
SMARTMOUTH CLNCL DDS M/R 16OZ,69736600230.0,,13.99,TRIUMPH,ORAL CARE - MOUTHWASH,16.0,223.84,PNS,8.198713852813855
PEPCID CMPLT C/TAB 25 MNT,71683788825.0,11.99,13.99,KENVUE,DIGESTIVE - UPPER GI,25.0,349.75,PNS,10.259899999999991
ENFML N/PRO INF PWD 31.4OZ,30087512111.0,,53.29,RECKITT,BABY PRODUCTS,31.4,1673.306,PNS,46.57531547619052
DEGREE MN I/S 2.7OZX2 EXB,7940026280.0,,6.99,UNILEVER,DEODORANTS,5.4,37.746,PNS,4.715205375180375
DEGREE DRY I/S 2.6OZ SHW CL,7940025190.0,,3.99,UNILEVER,DEODORANTS,2.6,10.374,PNS,2.731331904761906
NIZORAL A-D SHAM  7OZ,5307619240.0,,19.99,ARCADIA CONS,HAIR CARE - SHAMPOO/CONDITIONER,7.0,139.93,PNS,11.863891666666666
SUDAFED PE HD CONG+FLU CAP 24,30045058225.0,,9.49,KENVUE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,24.0,227.76,PNS,6.084761904761905
PEDIALYTE SL 33.8OZ GRP,7007480240.0,5.69,5.99,ABBOTT NUTR,BABY PRODUCTS,32.0,191.68,PNS,4.646200000000006
STERIPOD T/B CVR 1,81004667053.0,,4.99,PERRIGO CO,ORAL CARE - DENTAL ACCESSORIES,1.0,4.99,PNS,2.898466111111111
NM MAGNESIUM CIT GMY 60,3160403226.0,,22.99,PHARMAVITE,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1379.4,PNS,13.389737142857143
TOM/MN WKD/FR M/WSH 16OZ M/MT,7732646016.0,,6.49,TOM OF MAINE,ORAL CARE - MOUTHWASH,16.0,103.84,PNS,4.0673499999999985
COLGATE OW AD T/P  .75OZ SPK,3500097276.0,,1.49,COLGATE-PALM,ORAL CARE - TOOTHPASTE,0.75,1.1175,PNS,2.359066641414141
DR TEALS EPSM SLT 1LB ST/SLP,81106801443.0,1.79,2.99,PDC BRANDS,BATH PRODUCTS,1.0,2.99,PNS,2.104439999999996
MASON CALC  600+D3 TB  60,31184508895.0,,9.49,MASON VIT,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,569.4,PNS,3.561155000000003
ALWAYS RDT PD S5 ON XHVY W 18,3700081863.0,,9.99,PROCTER&GMBL,FEMININE NEEDS - SANITARY NAPKINS/TAMPONS,18.0,179.82,PNS,7.269131428571431
DULCOLAX TAB  10,68142102001.0,8.75,10.06,SANOFI,DIGESTIVE - LOWER GI,10.0,100.6,PNS,3.0325565656565656
L'OR ROOT RESCUE 9 LT BLND,7124916870.0,13.44,15.45,LOREAL,HAIR CARE - COLORING,1.0,15.45,PNS,5.300000000000006
PREVAIL UNDERPD FLF 23X36  18,9089120018.0,,15.86,FIRST QUALTY,ADULT INCONTINENCE,18.0,285.48,PNS,6.547699999999999
SAMBUCOL B/ELDB CP 30 A/IMN,89611600162.0,,18.49,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,30.0,554.7,PNS,10.895866666666668
L'OR ROOT RESCUE 5 MD BRW,7124916445.0,13.44,15.45,LOREAL,HAIR CARE - COLORING,1.0,15.45,PNS,5.300000000000006
N/B VT B-12 5000MCG TB 40 QD,7431258912.0,,13.99,BOUNTIFUL CO,VITAMINS,40.0,559.6,PNS,8.034499999999998
OLAY RGN CRM CLNSR 5OZ,7560919578.0,8.49,8.99,PROCTER&GMBL,SKIN CARE - FACIAL,5.0,44.95,PNS,5.563416547619043
DIMETAPP CGH/CLD 4OZX2 D/N,85002666006.0,,11.99,FOUNDTN CONS,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,4.0,47.96,PNS,7.384183333333331
NAT BLND CAL 600MG+D SG 100,7985410965.0,16.62,19.11,NAT VIT CO,"VITAMINS, MINERALS & SUPPLEMENTS",100.0,1911.0,PNS,7.715200000000001
MUCINEX DM EXPCT TAB  20,36382405620.0,,17.99,RECKITT,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,20.0,359.8,PNS,11.33371952380952
TAMPAX PEARL TMPN 34 LTE/REG,7301071450.0,,9.49,PROCTER&GMBL,FEMININE NEEDS - SANITARY NAPKINS/TAMPONS,34.0,322.66,PNS,6.973569999999998
N/B ELDERBERRY SGL 120,7431200976.0,,32.99,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",120.0,3958.8,PNS,19.055633333333354
GILLT MACH3 D/RZR 3 SEN,4740004474.0,,12.21,PROCTER&GMBL,SHAVE - RAZORS,3.0,36.63,PNS,7.152087284951159
PNTN M/RSC I/B RPR MSK 10.1OZ,8087820013.0,,12.99,PROCTER&GMBL,HAIR CARE - SHAMPOO/CONDITIONER,10.1,131.199,PNS,7.991085079365081
BYE BYE BLEMISH CLNS PKT 50,64046616408.0,,7.99,AII,SKIN CARE - ACNE,50.0,399.5,PNS,5.264111111111115
PALMER COC VT E BDY OIL 5.1OZ,1018104123.0,,9.99,E.T. BROWNE,SKIN CARE - HAND & BODY,5.1,50.949,PNS,5.926955370462874
PNTN SMT/SLK SHAM 12OZ,8087819558.0,4.99,5.49,PROCTER&GMBL,HAIR CARE - SHAMPOO/CONDITIONER,12.0,65.88,PNS,4.310000000000001
DOVE B/W 34OZ SEN P,1111139649.0,10.79,10.99,UNILEVER,SOAP,34.0,373.66,PNS,9.94080000000001
CREST P/H SN&GM T/P 4.8OZ AD,3077211284.0,8.99,9.99,PROCTER&GMBL,ORAL CARE - TOOTHPASTE,4.8,47.952,PNS,6.350587153908185
DEGREE MN I/S 2.7OZ C/R,7940026540.0,,3.99,UNILEVER,DEODORANTS,2.7,10.773,PNS,2.731331904761906
ATTEND U/WR ULTM LG 18,8667925032.0,,17.97,ATTINDAS HYG,ADULT INCONTINENCE,18.0,323.46,PNS,9.341661176470588
AQUAFRESH X/C W/A T/P 5.6OZ,5310033883.0,,4.39,HALEON,ORAL CARE - TOOTHPASTE,5.6,24.584,PNS,3.152346071428573
DULCOLAX STL SFT L/GL 100,68142102204.0,,20.99,SANOFI,DIGESTIVE - LOWER GI,100.0,2099.0,PNS,14.363699999999977
SUAVE ES H/S N/A 11OZ M/H UNS,7940018183.0,,3.99,SUAVE,HAIR CARE - STYLING,11.0,43.89,PNS,3.0730999999999984
SAFETUSSIN DM LIQ 4OZ,5307611112.0,,5.99,ARCADIA CONS,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,4.0,23.96,PNS,3.9160676470588225
SALONPAS PAIN GEL PTCH 6 LIDO,34658183006.0,,17.79,HISAMITSU,PAIN - ANALGESIC (EXTERNAL),6.0,106.74,PNS,8.365499999999997
N/B FISH OL 1000MG SGL 145 CF,7431203822.0,,18.99,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",135.0,2563.65,PNS,9.174175000000002
META MCL PW 30.4OZ S/OR,3700074079.0,19.49,19.99,PROCTER&GMBL,DIGESTIVE - LOWER GI,72.0,1439.28,PNS,14.578700000000008
N/B TURMERIC 1000MG CP 60,7431280367.0,,21.99,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1319.4,PNS,12.326025000000001
NAT BLND CAL/MAG/ZNC TB 100,7985401689.0,12.18,14.0,NAT VIT CO,"VITAMINS, MINERALS & SUPPLEMENTS",100.0,1400.0,PNS,4.633999999999995
HUGGIES SKN/ESS WPE 112 F/T,3600055724.0,,6.99,KIMBERLY-CLK,BABY DIAPERS,112.0,782.88,PNS,6.306200000000001
TROJAN MAGNM CNDM 12 LUB,2260064214.0,,9.99,CHURCH/DWIGH,CONTRACEPTIVES,12.0,119.88,PNS,6.0778429426129374
GILLT SNSR2 D/RZR 12 FX LB PC,4740066548.0,,10.99,PROCTER&GMBL,SHAVE - RAZORS,12.0,131.88,PNS,7.705516666666663
21ST/C GLC CHN MSM TS TB  80,74098527290.0,17.17,18.45,21ST CENTURY,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1107.0,PNS,9.0
NM MULTI ZERO SGR GMY 90,3160400410.0,,18.99,PHARMAVITE,VITAMINS,90.0,1709.1,PNS,10.463609890109886
VASLN INT/C LOT 10OZ NOURSH,30521307700.0,,4.49,UNILEVER,SKIN CARE - HAND & BODY,10.0,44.9,PNS,3.229738333333336
NAT TRU CLGN 1&3 GM 60,84009311375.0,17.22,18.51,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1110.6,PNS,9.184899999999992
TENA EXTRA PRO U/WR 2XL 12,76870272518.0,,25.84,ESSITY,ADULT INCONTINENCE,12.0,310.08,PNS,16.663299999999985
DEGREE MN B&W D/S 3.8OZ FR,7940067027.0,,6.49,UNILEVER,DEODORANTS,3.8,24.662,PNS,4.7645812121212145
AVEENO THERAPEUTC SHV GEL 7OZ,38137003670.0,,5.49,KENVUE,SHAVE - CREAMS,7.0,38.43,PNS,3.413352631578951
21ST/C LUTN 10MG TB 60,74098522408.0,,14.54,21ST CENTURY,VITAMINS,60.0,872.4,PNS,5.972799999999999
BLISTX MED BALM .15OZX3 RG CD,4138800046.0,,3.49,BLISTEX,UPPER RESPIRATORY - EXTERNAL,0.45,1.5705,PNS,1.9731764285714286
B/BEES B/BEE SHM/WSH 21OZ,79285001530.0,,14.99,BURT'S BEES,BABY PRODUCTS,21.0,314.79,PNS,8.807700000000004
NAT TRU B- 12 FOLIC TB 60,84009310177.0,14.51,15.6,PIPING ROCK,VITAMINS,60.0,936.0,PNS,6.9562
SPLENDA SUGAR BLND 1LB BROWN,72277623032.0,,6.49,HEARTLAND FD,WT CTL/NUTRITION - LIQ/POWDER,1.0,6.49,PNS,3.9586549999999985
BIC EASY RINSE MN SHVR 2,7033074905.0,,7.49,BIC CORPORAT,SHAVE - RAZORS,2.0,14.98,PNS,5.34733666666667
HEAD/SHLDR SHM 12.5OZ G/APL,3077206283.0,,6.99,PROCTER&GMBL,HAIR CARE - SHAMPOO/CONDITIONER,12.5,87.375,PNS,4.587434035689896
NEUT ACNE AN1 DLY SCB 4.2OZ,7050102204.0,10.99,11.49,KENVUE,SKIN CARE - ACNE,4.2,48.258,PNS,7.585525000000008
BIC HYBRID 3 CMFRT RZR+CRT  6,7033072262.0,,6.99,BIC CORPORAT,SHAVE - RAZORS,1.0,6.99,PNS,4.746583333333333
O SPICE FR DEO DS 4.3OZ FJI,1204405381.0,7.49,7.79,PROCTER&GMBL,DEODORANTS,4.3,33.497,PNS,4.956544314574319
STING-KILL SWAB 5,3010305000.0,,3.75,CROSSINGWELL,FIRST AID - TREATMENTS,5.0,18.75,PNS,2.225136666666666
ALKA-SLZ+ P/M SNS/C LG 24 D/N,1650058347.0,,12.49,BAYER INC,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,24.0,299.76,PNS,7.2426499999999985
L'OR SPR/BLN 200 MD/DK BRW,7124920040.0,,16.48,LOREAL,HAIR CARE - COLORING,1.0,16.48,PNS,8.23461333333334
N/B KIDS MULTI GMY 180 FROZEN,7646000015.0,,14.99,BOUNTIFUL CO,VITAMINS,180.0,2698.2,PNS,8.223040566378064
NEXXUS MAX FNS MST 10OZ,60559200002.0,,16.99,UNILEVER,HAIR CARE - STYLING,10.0,169.9,PNS,10.706276854108177
CHAPSTK BLM .15OZX3 CHRY   LC,30573070541.0,9.99,11.48,SUAVE,LIP PREPARATIONS,0.45,5.166,PNS,3.5797000000000003
NAT TRU B- 12 1000MCG TB  75,84009311099.0,13.35,14.34,PIPING ROCK,VITAMINS,75.0,1075.5,PNS,5.867399999999998
EVRYONE LOTION 32OZ CN/LM,63687404083.0,,13.49,EO/SM WORLD,SKIN CARE - HAND & BODY,32.0,431.68,PNS,7.750766666666666
FUNGI-NAIL LIQ 1OZ,5307617726.0,,11.99,ARCADIA CONS,FOOT CARE PRODUCTS,1.0,11.99,PNS,7.430538849206354
CRANE DROP HUMDFR 1GAL B/WH,85468900139.0,,54.99,CRANE USA,HOME HEALTH CARE,1.0,54.99,PNS,30.680281216006218
SCHICK INTN PURE/N RZR+CRT,84105804086.0,9.99,12.49,EDGEWELL PC,SHAVE - RAZORS,1.0,12.49,PNS,8.404774999999994
KIRKS CASTIL BAR SP 4OZX3 OR,63984410008.0,,5.49,KIRKS NATURL,SOAP,12.0,65.88,PNS,3.360076666666667
THERAPEARL KNEE WRP HT/CLD PK,85080300234.0,,25.36,RECKITT,PAIN - ANALGESIC (EXTERNAL),1.0,25.36,PNS,12.49883333333334
O SPICE 2N1 13.5OZ FJI,1204404597.0,,17.22,PROCTER&GMBL,HAIR CARE - SHAMPOO/CONDITIONER,13.5,232.47,PNS,7.706275086245023
ALWAYS DIS LN V/LT R  48,3700088629.0,,5.99,PROCTER&GMBL,ADULT INCONTINENCE,48.0,287.52,PNS,3.9416491391941384
SHEAMSTR R/SHEA B/W 13OZ,76430228002.0,,10.99,UNILEVER,SOAP,13.0,142.87,PNS,6.506360953302375
OGX BIOTN+CLGN SHAM 13OZ,2279691670.0,,7.99,VOGUE INT,HAIR CARE - SHAMPOO/CONDITIONER,13.0,103.87,PNS,4.727699206349207
BL OPCON-A EYE DRP .5OZ,31011902090.0,,10.71,BAUSCH HLT,EYE CARE PRODUCTS,15.0,160.65,PNS,5.215041666666666
NAT BLND PROTN CHTB 200,7985460090.0,16.1,18.51,NAT VIT CO,WT CTL/NUTRITION - CANDY TABLETS,200.0,3702.0,PNS,7.884900000000001
QUNOL TUR 1000MG XS CAP  30,85018400841.0,,24.99,QUTEN RESEAR,"VITAMINS, MINERALS & SUPPLEMENTS",30.0,749.7,PNS,12.779349999999999
U KOTEX C/S PAD ON 30,3600055582.0,,6.79,KIMBERLY-CLK,FEMININE NEEDS - SANITARY NAPKINS/TAMPONS,30.0,203.7,PNS,5.726653333333336
THERATEARS LUB DRP 1OZ,35879000130.0,14.49,14.99,MEDTECH PROD,EYE CARE PRODUCTS,1.0,14.99,PNS,9.976099999999988
LIQUID IV ELEC STK 15 LL,85002147494.0,,24.99,LIQUID IV,WT CTL/NUTRITION - LIQ/POWDER,15.0,374.85,PNS,14.0712
AIRBORNE GMY  50 ELDRBRY,64786590403.0,,15.99,RECKITT,"VITAMINS, MINERALS & SUPPLEMENTS",50.0,799.5,PNS,9.93166333333333
ALWAYS RDT PD S4 ON W 20,3700082023.0,,9.99,PROCTER&GMBL,FEMININE NEEDS - SANITARY NAPKINS/TAMPONS,20.0,199.8,PNS,7.242741428571428
JOHNSONS HND/FC BBY WIPE 25,38137117739.0,,4.99,KENVUE,BABY PRODUCTS,25.0,124.75,PNS,3.0719966666666663
CPRTN SPT SS CS 5.5OZ SPF100,7214002770.0,11.49,12.49,BEIERSDORF,SUN CARE,5.5,68.695,PNS,8.196763095238094
ALWAYS DIS UWR MAX S/M 19,3700088736.0,15.99,16.99,PROCTER&GMBL,ADULT INCONTINENCE,19.0,322.81,PNS,13.080399999999996
PRILOSEC OTC TAB 14 WLDBRY,3700080836.0,,11.99,PROCTER&GMBL,DIGESTIVE - UPPER GI,14.0,167.86,PNS,8.358271904761898
NEXXUS BLONDE ASR COND 8.5OZ,60559200623.0,,15.99,UNILEVER,HAIR CARE - SHAMPOO/CONDITIONER,8.5,135.915,PNS,9.820112976190476
N/B SLEEP3 TRI-LAYER TB 30,7431200525.0,,14.18,BOUNTIFUL CO,SLEEPING REMEDIES,30.0,425.4,PNS,6.617233333333334
OLAY FRS/OT B/W 33OZ PCH/CHR,3077210568.0,,9.99,PROCTER&GMBL,SOAP,33.0,329.67,PNS,7.607467991175488
ROC DRM/CR FL+TRT SRM .5OZ,84010321207.0,,38.04,ROC SKINCARE,SKIN CARE - FACIAL,0.5,19.02,PNS,20.085325000000008
B/BEES B/BEE M/P OINT 7.5OZ,79285001331.0,,9.99,BURT'S BEES,BABY PRODUCTS,7.5,74.925,PNS,5.512941428571428
BAN/BT SPRT UL CS 6OZX2 SPF50,7965601332.0,13.99,16.99,EDGEWELL PC,SUN CARE,6.0,101.94,PNS,12.014969999999998
AVEENO SKN/RLF B/W 18OZ F/F,38137117030.0,,12.49,KENVUE,SOAP,18.0,224.82,PNS,7.23227571428572
NW LEG VEINS VCP  60,3367479270.0,,10.49,SCHWABE NA,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,629.4,PNS,6.846730808080814
NM VIT D 10000IU SG  60,3160404373.0,,20.99,PHARMAVITE,VITAMINS,60.0,1259.4,PNS,12.190303333333338
SOFTSP LQ SP 50OZ MLK/HNY  RF,7418246329.0,,6.29,COLGATE-PALM,SOAP,50.0,314.5,PNS,4.6747200000000015
DIAL LQ H/SP  52OZ GOLD R,1700098870.0,,6.99,HENKEL CORP,SOAP,52.0,363.48,PNS,4.525362857142854
PALMER COC BDY LOT 1.7OZ,1018104182.0,,1.99,E.T. BROWNE,SKIN CARE - HAND & BODY,1.69,3.3631,PNS,1.787394444444445
NOSE BETTER NASAL GEL .46OZ,1116960451.0,,16.49,OAKHURST,UPPER RESPIRATORY - NASAL PRODUCTS,0.46,7.5854,PNS,9.180435000000003
HAW/TRP AF/SUN MSTRZ 16OZ L/C,7548608754.0,15.42,16.57,EDGEWELL PC,SUN CARE,16.0,265.12,PNS,6.762099999999995
PERT PLUS 2-1 25.4OZ A/DNDRF,88348431118.0,,15.73,HRB BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,25.4,399.542,PNS,6.433900000000006
LIQUID IV ELEC STK  6 WTM,85174100883.0,,10.79,LIQUID IV,WT CTL/NUTRITION - LIQ/POWDER,6.0,64.74,PNS,7.035095238095238
TROJAN ENZ CNDM 12 LUB,2260093752.0,,9.99,CHURCH/DWIGH,CONTRACEPTIVES,12.0,119.88,PNS,6.0778429426129374
FUT WRST BRC CMP RT L/XL48402,5113120157.0,,22.19,3M CONSUMER,HOME HEALTH CARE,1.0,22.19,PNS,12.03593333333333
HYLAND KD CGH/MC 4OZX2 D/N,35497340591.0,17.99,18.99,HYLANDS,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,4.0,75.96,PNS,10.594300000000008
NAT BLND CRANBERRY SG 60,7985400020.0,12.96,14.9,NAT VIT CO,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,894.0,PNS,5.488899999999994
BAN/BT PRT+VT FC LT 2OZ SPF50,7965613705.0,10.49,11.99,EDGEWELL PC,SUN CARE,2.0,23.98,PNS,8.30989999999999
SHEAMSTR ABS BAR 8OZ,76430223303.0,,6.99,UNILEVER,SOAP,8.0,55.92,PNS,4.397926190476193
GARNIER NUT HC 050 TRUFFLE,60308424270.0,,9.49,GARNIER LLC,HAIR CARE - COLORING,1.0,9.49,PNS,6.487699426481783
NICE/ESY HC  8 MD BLN,7001811656.0,,8.99,COTY,HAIR CARE - COLORING,1.0,8.99,PNS,6.173841666666656
GOLD BOND DIAB D/SKN LOT 21OZ,4116772237.0,,15.99,SANOFI,DIABETIC PRODUCTS,21.0,335.79,PNS,9.878362499999998
MLLR KNEE SUP 4-WY S/M   6413,7467664130.0,,13.09,MUELLER SPRT,HOME HEALTH CARE,1.0,13.09,PNS,6.892354365079365
L'IL CRTTRS IMN C+Z/E GMY 190,2791701945.0,24.89,28.62,CHURCH/DWIGH,"VITAMINS, MINERALS & SUPPLEMENTS",190.0,5437.8,PNS,13.554099999999991
ZICAM CLD REM NSL SWAB 20,73221630120.0,,12.99,CHURCH/DWIGH,UPPER RESPIRATORY - NASAL PRODUCTS,20.0,259.8,PNS,8.133260714285717
HUGGIES LT/MV DPR SZ4 22,3600049679.0,,26.26,KIMBERLY-CLK,BABY DIAPERS,22.0,577.72,PNS,12.805000000000009
HELLO KD T/P 4.2OZ UNCRN SPKL,81915602174.0,,5.99,HELLO-PRO,ORAL CARE - TOOTHPASTE,4.2,25.158,PNS,3.870293333333331
ZYRTEC CHD 24H 4OZ BGM D/SF,30045020504.0,14.49,15.99,KENVUE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,4.0,63.96,PNS,11.133299999999997
BIC SOLEIL SMPLY SMTH SHVR 3,7033072885.0,,4.99,BIC CORPORAT,SHAVE - RAZORS,1.0,4.99,PNS,3.436330050505051
DEGREE B&W I/S 2.6OZ P/CL,7940021628.0,,5.79,UNILEVER,DEODORANTS,2.6,15.054,PNS,3.9350266666666642
EZY DOSE PILL ORG 7 EF XL,2571567704.0,,2.79,APOTH PROD,HOME HEALTH CARE,1.0,2.79,PNS,2.373343333333334
ESTROVEN PERI RLF+WGT CP 30,9296104023.0,24.57,26.4,IHEALTH,FEMININE NEEDS - WOMEN'S CARE,30.0,792.0,PNS,13.769100000000023
CHAPSTK BLM .15OZX3 REG    LC,30573070140.0,3.99,4.39,SUAVE,LIP PREPARATIONS,0.45,1.9755,PNS,3.134199999999999
ORAL-B RINSE 475ML MOUTH SORE,6830510024.0,,9.49,PROCTER&GMBL,ORAL CARE - MOUTHWASH,475.0,4507.75,PNS,5.912319166666668
LANSINOH LANOLIN CRM 1.41OZ,4467710020.0,17.27,19.86,LANSINOH LAB,FEMININE NEEDS - WOMEN'S CARE,1.33,26.4138,PNS,8.40000000000001
KANK-A MTH PN LIQ .33OZ W/APP,4138820391.0,,9.49,BLISTEX,ORAL CARE - ORAL HYGIENE,0.33,3.1317,PNS,5.178040789473685
CERAVE MIN SS BODY 5OZ SPF30,360600000000.0,,17.99,LOREAL,,,,PNS,10.02148443765385
DEPEND R/F U/WR MEN MX S/M 14,3600050982.0,,15.79,KIMBERLY-CLK,ADULT INCONTINENCE,1.0,15.79,PNS,14.370699999999978
TENA FLEX BRIEF SUP SZ16 30,76870267806.0,,40.32,ESSITY,ADULT INCONTINENCE,30.0,1209.6,PNS,23.25763888888886
GARNIER NUT HC 010 BLK LICOR,60308424273.0,,9.49,GARNIER LLC,HAIR CARE - COLORING,1.0,9.49,PNS,6.487699426481783
NICORETTE 2MG GUM  20 FRT/C B,30766784914.0,12.99,13.99,HALEON,ANTI-SMOKING PRODUCTS,20.0,279.8,PNS,9.947700000000014
PNTN H/S AER A/F 7OZ X/S,8087820125.0,5.99,6.99,PROCTER&GMBL,HAIR CARE - STYLING,7.0,48.93,PNS,4.230600000000005
GARNIER NUT HC EC 500 GLZ WAL,60308449701.0,6.59,10.99,GARNIER LLC,HAIR CARE - COLORING,1.0,10.99,PNS,7.177674999999989
NAT BLND PROTN 80% PWD 16OZ,7985460085.0,25.12,28.88,NAT VIT CO,WT CTL/NUTRITION - LIQ/POWDER,16.0,462.08,PNS,15.740133333333333
BAND-AID FLEX BDG  30 AOS,38137004431.0,4.49,4.79,KENVUE,FIRST AID - ACCESSORIES,30.0,143.7,PNS,3.106599999999995
J.R.WAT BDY WSH 18OZ A/GT,81372402201.0,13.89,14.93,J.R. WATKINS,SOAP,18.0,268.74,PNS,5.013999999999999
ELACTIA BREASTFD PROB CAP 30,60235946030.0,31.58,33.94,BIOGAIA USA,DIGESTIVE - LOWER GI,30.0,1018.2,PNS,19.799899999999983
PROTEIN 29 HAIR GROOM GEL 3OZ,1116942356.0,,10.95,OAKHURST,HAIR CARE - STYLING,3.0,32.85,PNS,4.4318666666666635
SECRET DEO AF SLD 2.4OZ CTN,3700080100.0,7.49,7.99,PROCTER&GMBL,DEODORANTS,2.4,19.176,PNS,5.153763733766231
NW UMCKA CLDCR DRP 1OZ A/F,3367415271.0,,25.99,SCHWABE NA,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,1.0,25.99,PNS,15.293999999999999
DR TEALS FM BATH 34OZ GLW/RD,81106801966.0,5.99,6.99,PDC BRANDS,BATH PRODUCTS,34.0,237.66,PNS,4.199999999999992
JUST FOR MEN ORG FRM LT BR,1150904932.0,,8.49,COMBE,HAIR CARE - COLORING,1.0,8.49,PNS,6.076933473389362
MEAD/J PHNYL-FREE 2HP PWD 1LB,30087510010.0,,61.09,RECKITT,WT CTL/NUTRITION - LIQ/POWDER,1.0,61.09,PNS,44.0694
THERABREATH O/NT RNS 16OZ C/M,69702920002.0,,9.49,CHURCH/DWIGH,ORAL CARE - MOUTHWASH,16.0,151.84,PNS,6.962323948412699
B/BEES LP SCRB .25OZ COND RF,79285091076.0,13.04,14.99,BURT'S BEES,LIP PREPARATIONS,0.25,3.7475,PNS,6.856481785714291
NEOSPORIN PN+IT+SCR OINT 1OZ,31254723809.0,,12.99,KENVUE,FIRST AID - TREATMENTS,1.0,12.99,PNS,7.119368679653681
SMARTYPNT ORGN MEN GMY  90,81705302097.0,26.88,28.88,SMARTYPANTS,VITAMINS,90.0,2599.2,PNS,14.597399999999986
NEUT CLR/FC S/B LT 3OZ SPF30,8680086031.0,11.99,12.99,KENVUE,SUN CARE,3.0,38.97,PNS,8.883529999999997
21ST/C B-100 CMPLX TB 60 PR,74098522282.0,12.79,13.75,21ST CENTURY,VITAMINS,60.0,825.0,PNS,5.314099999999995
CPRTN SPT SS CS 5.5OZ SPF 70,7214002765.0,11.49,12.49,BEIERSDORF,SUN CARE,5.5,68.695,PNS,8.196763095238094
L'OR ROOT RESCUE 2 BLACK,7124940240.0,,8.49,LOREAL,HAIR CARE - COLORING,1.0,8.49,PNS,5.563233333333337
